session_id,session_type,session_date
MEC-20171113-E,evening,11/13/2017
MEC-20171113-M,morning,11/13/2017
MEC-20171114-A,afternoon,11/14/2017
MEC-20171114-E,evening,11/14/2017
MEC-20171114-M,morning,11/14/2017
MEC-20171115-A,afternoon,11/15/2017
MEC-20171115-E,evening,11/15/2017
MEC-20171115-M,morning,11/15/2017
MEC-20171116-A,afternoon,11/16/2017
MEC-20171116-E,evening,11/16/2017
MEC-20171116-M,morning,11/16/2017
MEC-20171117-A,afternoon,11/17/2017
MEC-20171117-E,evening,11/17/2017
MEC-20171117-M,morning,11/17/2017
MEC-20171120-A,afternoon,11/20/2017
MEC-20171120-E,evening,11/20/2017
MEC-20171120-M,morning,11/20/2017
MEC-20171121-A,afternoon,11/21/2017
MEC-20171121-E,evening,11/21/2017
MEC-20171121-M,morning,11/21/2017
MEC-20171122-A,afternoon,11/22/2017
MEC-20171122-E,evening,11/22/2017
MEC-20171122-M,morning,11/22/2017
MEC-20171123-A,afternoon,11/23/2017
MEC-20171123-E,evening,11/23/2017
MEC-20171123-M,morning,11/23/2017
MEC-20171124-A,afternoon,11/24/2017
MEC-20171124-E,evening,11/24/2017
MEC-20171124-M,morning,11/24/2017
MEC-20171127-A,afternoon,11/27/2017
MEC-20171127-E,evening,11/27/2017
MEC-20171127-M,morning,11/27/2017
MEC-20171128-A,afternoon,11/28/2017
MEC-20171128-E,evening,11/28/2017
MEC-20171128-M,morning,11/28/2017
MEC-20171129-A,afternoon,11/29/2017
MEC-20171129-E,evening,11/29/2017
MEC-20171129-M,morning,11/29/2017
MEC-20171130-A,afternoon,11/30/2017
MEC-20171130-E,evening,11/30/2017
MEC-20171130-M,morning,11/30/2017
MEC-20171201-A,afternoon,12/01/2017
MEC-20171201-E,evening,12/01/2017
MEC-20171201-M,morning,12/01/2017
MEC-20171204-A,afternoon,12/04/2017
MEC-20171204-E,evening,12/04/2017
MEC-20171204-M,morning,12/04/2017
MEC-20171205-A,afternoon,12/05/2017
MEC-20171205-E,evening,12/05/2017
MEC-20171205-M,morning,12/05/2017
MEC-20171206-A,afternoon,12/06/2017
MEC-20171206-E,evening,12/06/2017
MEC-20171206-M,morning,12/06/2017
MEC-20171207-A,afternoon,12/07/2017
MEC-20171207-E,evening,12/07/2017
MEC-20171207-M,morning,12/07/2017
MEC-20171208-A,afternoon,12/08/2017
MEC-20171208-E,evening,12/08/2017
MEC-20171208-M,morning,12/08/2017
MEC-20171211-A,afternoon,12/11/2017
MEC-20171211-E,evening,12/11/2017
MEC-20171211-M,morning,12/11/2017
MEC-20171212-A,afternoon,12/12/2017
MEC-20171212-E,evening,12/12/2017
MEC-20171212-M,morning,12/12/2017
MEC-20171213-A,afternoon,12/13/2017
MEC-20171213-E,evening,12/13/2017
MEC-20171213-M,morning,12/13/2017
MEC-20171214-A,afternoon,12/14/2017
MEC-20171214-E,evening,12/14/2017
MEC-20171214-M,morning,12/14/2017
MEC-20171215-A,afternoon,12/15/2017
MEC-20171215-E,evening,12/15/2017
MEC-20171215-M,morning,12/15/2017
MEC-20171218-A,afternoon,12/18/2017
MEC-20171218-E,evening,12/18/2017
MEC-20171218-M,morning,12/18/2017
MEC-20171219-A,afternoon,12/19/2017
MEC-20171219-E,evening,12/19/2017
MEC-20171219-M,morning,12/19/2017
MEC-20171220-A,afternoon,12/20/2017
MEC-20171220-E,evening,12/20/2017
MEC-20171220-M,morning,12/20/2017
MEC-20171221-A,afternoon,12/21/2017
MEC-20171221-E,evening,12/21/2017
MEC-20171221-M,morning,12/21/2017
MEC-20171222-A,afternoon,12/22/2017
MEC-20171222-E,evening,12/22/2017
MEC-20171222-M,morning,12/22/2017
MEC-20171225-A,afternoon,12/25/2017
MEC-20171225-E,evening,12/25/2017
MEC-20171225-M,morning,12/25/2017
MEC-20171226-A,afternoon,12/26/2017
MEC-20171226-E,evening,12/26/2017
MEC-20171226-M,morning,12/26/2017
MEC-20171227-A,afternoon,12/27/2017
MEC-20171227-E,evening,12/27/2017
MEC-20171227-M,morning,12/27/2017
MEC-20171228-A,afternoon,12/28/2017
MEC-20171228-E,evening,12/28/2017
MEC-20171228-M,morning,12/28/2017
MEC-20171229-A,afternoon,12/29/2017
MEC-20171229-E,evening,12/29/2017
MEC-20171229-M,morning,12/29/2017
MEC-20180101-A,afternoon,01/01/2018
MEC-20180101-E,evening,01/01/2018
MEC-20180101-M,morning,01/01/2018
MEC-20180102-A,afternoon,01/02/2018
MEC-20180102-E,evening,01/02/2018
MEC-20180102-M,morning,01/02/2018
MEC-20180103-A,afternoon,01/03/2018
MEC-20180103-E,evening,01/03/2018
MEC-20180103-M,morning,01/03/2018
MEC-20180104-A,afternoon,01/04/2018
MEC-20180104-E,evening,01/04/2018
MEC-20180104-M,morning,01/04/2018
MEC-20180105-A,afternoon,01/05/2018
MEC-20180105-E,evening,01/05/2018
MEC-20180105-M,morning,01/05/2018
MEC-20180108-A,afternoon,01/08/2018
MEC-20180108-E,evening,01/08/2018
MEC-20180108-M,morning,01/08/2018
MEC-20180109-A,afternoon,01/09/2018
MEC-20180109-E,evening,01/09/2018
MEC-20180109-M,morning,01/09/2018
MEC-20180110-A,afternoon,01/10/2018
MEC-20180110-E,evening,01/10/2018
MEC-20180110-M,morning,01/10/2018
MEC-20180111-A,afternoon,01/11/2018
MEC-20180111-E,evening,01/11/2018
MEC-20180111-M,morning,01/11/2018
MEC-20180112-A,afternoon,01/12/2018
MEC-20180112-E,evening,01/12/2018
MEC-20180112-M,morning,01/12/2018
MEC-20180115-A,afternoon,01/15/2018
MEC-20180115-E,evening,01/15/2018
MEC-20180115-M,morning,01/15/2018
MEC-20180116-A,afternoon,01/16/2018
MEC-20180116-E,evening,01/16/2018
MEC-20180116-M,morning,01/16/2018
MEC-20180117-A,afternoon,01/17/2018
MEC-20180117-E,evening,01/17/2018
MEC-20180117-M,morning,01/17/2018
MEC-20180118-A,afternoon,01/18/2018
MEC-20180118-E,evening,01/18/2018
MEC-20180118-M,morning,01/18/2018
MEC-20180119-A,afternoon,01/19/2018
MEC-20180119-E,evening,01/19/2018
MEC-20180119-M,morning,01/19/2018
MEC-20180122-A,afternoon,01/22/2018
MEC-20180122-E,evening,01/22/2018
MEC-20180122-M,morning,01/22/2018
MEC-20180123-A,afternoon,01/23/2018
MEC-20180123-E,evening,01/23/2018
MEC-20180123-M,morning,01/23/2018
MEC-20180124-A,afternoon,01/24/2018
MEC-20180124-E,evening,01/24/2018
MEC-20180124-M,morning,01/24/2018
MEC-20180125-A,afternoon,01/25/2018
MEC-20180125-E,evening,01/25/2018
MEC-20180125-M,morning,01/25/2018
MEC-20180126-A,afternoon,01/26/2018
MEC-20180126-E,evening,01/26/2018
MEC-20180126-M,morning,01/26/2018
MEC-20180129-A,afternoon,01/29/2018
MEC-20180129-E,evening,01/29/2018
MEC-20180129-M,morning,01/29/2018
MEC-20180130-A,afternoon,01/30/2018
MEC-20180130-E,evening,01/30/2018
MEC-20180130-M,morning,01/30/2018
MEC-20180131-A,afternoon,01/31/2018
MEC-20180131-E,evening,01/31/2018
MEC-20180131-M,morning,01/31/2018
MEC-20180201-A,afternoon,02/01/2018
MEC-20180201-E,evening,02/01/2018
MEC-20180201-M,morning,02/01/2018
MEC-20180202-A,afternoon,02/02/2018
MEC-20180202-E,evening,02/02/2018
MEC-20180202-M,morning,02/02/2018
MEC-20180205-A,afternoon,02/05/2018
MEC-20180205-E,evening,02/05/2018
MEC-20180205-M,morning,02/05/2018
MEC-20180206-A,afternoon,02/06/2018
MEC-20180206-E,evening,02/06/2018
MEC-20180206-M,morning,02/06/2018
MEC-20180207-A,afternoon,02/07/2018
MEC-20180207-E,evening,02/07/2018
MEC-20180207-M,morning,02/07/2018
MEC-20180208-A,afternoon,02/08/2018
MEC-20180208-E,evening,02/08/2018
MEC-20180208-M,morning,02/08/2018
MEC-20180209-A,afternoon,02/09/2018
MEC-20180209-E,evening,02/09/2018
MEC-20180209-M,morning,02/09/2018
MEC-20180212-A,afternoon,02/12/2018
MEC-20180212-E,evening,02/12/2018
MEC-20180212-M,morning,02/12/2018
MEC-20180213-A,afternoon,02/13/2018
MEC-20180213-E,evening,02/13/2018
MEC-20180213-M,morning,02/13/2018
MEC-20180214-A,afternoon,02/14/2018
MEC-20180214-E,evening,02/14/2018
MEC-20180214-M,morning,02/14/2018
MEC-20180215-A,afternoon,02/15/2018
MEC-20180215-E,evening,02/15/2018
MEC-20180215-M,morning,02/15/2018
MEC-20180216-A,afternoon,02/16/2018
MEC-20180216-E,evening,02/16/2018
MEC-20180216-M,morning,02/16/2018
MEC-20180219-A,afternoon,02/19/2018
MEC-20180219-E,evening,02/19/2018
MEC-20180219-M,morning,02/19/2018
MEC-20180220-A,afternoon,02/20/2018
MEC-20180220-E,evening,02/20/2018
MEC-20180220-M,morning,02/20/2018
MEC-20180221-A,afternoon,02/21/2018
MEC-20180221-E,evening,02/21/2018
MEC-20180221-M,morning,02/21/2018
MEC-20180222-A,afternoon,02/22/2018
MEC-20180222-E,evening,02/22/2018
MEC-20180222-M,morning,02/22/2018
MEC-20180223-A,afternoon,02/23/2018
MEC-20180223-E,evening,02/23/2018
MEC-20180223-M,morning,02/23/2018
MEC-20180226-A,afternoon,02/26/2018
MEC-20180226-E,evening,02/26/2018
MEC-20180226-M,morning,02/26/2018
MEC-20180227-A,afternoon,02/27/2018
MEC-20180227-E,evening,02/27/2018
MEC-20180227-M,morning,02/27/2018
MEC-20180228-A,afternoon,02/28/2018
MEC-20180228-E,evening,02/28/2018
MEC-20180228-M,morning,02/28/2018
MEC-20180301-A,afternoon,03/01/2018
MEC-20180301-E,evening,03/01/2018
MEC-20180301-M,morning,03/01/2018
MEC-20180302-A,afternoon,03/02/2018
MEC-20180302-E,evening,03/02/2018
MEC-20180302-M,morning,03/02/2018
MEC-20180305-A,afternoon,03/05/2018
MEC-20180305-E,evening,03/05/2018
MEC-20180305-M,morning,03/05/2018
MEC-20180306-A,afternoon,03/06/2018
MEC-20180306-E,evening,03/06/2018
MEC-20180306-M,morning,03/06/2018
MEC-20180307-A,afternoon,03/07/2018
MEC-20180307-E,evening,03/07/2018
MEC-20180307-M,morning,03/07/2018
MEC-20180308-A,afternoon,03/08/2018
MEC-20180308-E,evening,03/08/2018
MEC-20180308-M,morning,03/08/2018
MEC-20180309-A,afternoon,03/09/2018
MEC-20180309-E,evening,03/09/2018
MEC-20180309-M,morning,03/09/2018
MEC-20180312-A,afternoon,03/12/2018
MEC-20180312-E,evening,03/12/2018
MEC-20180312-M,morning,03/12/2018
MEC-20180313-A,afternoon,03/13/2018
MEC-20180313-E,evening,03/13/2018
MEC-20180313-M,morning,03/13/2018
MEC-20180314-A,afternoon,03/14/2018
MEC-20180314-E,evening,03/14/2018
MEC-20180314-M,morning,03/14/2018
MEC-20180315-A,afternoon,03/15/2018
MEC-20180315-E,evening,03/15/2018
MEC-20180315-M,morning,03/15/2018
MEC-20180316-A,afternoon,03/16/2018
MEC-20180316-E,evening,03/16/2018
MEC-20180316-M,morning,03/16/2018
MEC-20180319-A,afternoon,03/19/2018
MEC-20180319-E,evening,03/19/2018
MEC-20180319-M,morning,03/19/2018
MEC-20180320-A,afternoon,03/20/2018
MEC-20180320-E,evening,03/20/2018
MEC-20180320-M,morning,03/20/2018
MEC-20180321-A,afternoon,03/21/2018
MEC-20180321-E,evening,03/21/2018
MEC-20180321-M,morning,03/21/2018
MEC-20180322-A,afternoon,03/22/2018
MEC-20180322-E,evening,03/22/2018
MEC-20180322-M,morning,03/22/2018
MEC-20180323-A,afternoon,03/23/2018
MEC-20180323-E,evening,03/23/2018
MEC-20180323-M,morning,03/23/2018
MEC-20180326-A,afternoon,03/26/2018
MEC-20180326-E,evening,03/26/2018
MEC-20180326-M,morning,03/26/2018
MEC-20180327-A,afternoon,03/27/2018
MEC-20180327-E,evening,03/27/2018
MEC-20180327-M,morning,03/27/2018
MEC-20180328-A,afternoon,03/28/2018
MEC-20180328-E,evening,03/28/2018
MEC-20180328-M,morning,03/28/2018
MEC-20180329-A,afternoon,03/29/2018
MEC-20180329-E,evening,03/29/2018
MEC-20180329-M,morning,03/29/2018
MEC-20180330-A,afternoon,03/30/2018
MEC-20180330-E,evening,03/30/2018
MEC-20180330-M,morning,03/30/2018
MEC-20180402-A,afternoon,04/02/2018
MEC-20180402-E,evening,04/02/2018
MEC-20180402-M,morning,04/02/2018
MEC-20180403-A,afternoon,04/03/2018
MEC-20180403-E,evening,04/03/2018
MEC-20180403-M,morning,04/03/2018
MEC-20180404-A,afternoon,04/04/2018
MEC-20180404-E,evening,04/04/2018
MEC-20180404-M,morning,04/04/2018
MEC-20180405-A,afternoon,04/05/2018
MEC-20180405-E,evening,04/05/2018
MEC-20180405-M,morning,04/05/2018
MEC-20180406-A,afternoon,04/06/2018
MEC-20180406-E,evening,04/06/2018
MEC-20180406-M,morning,04/06/2018
MEC-20180409-A,afternoon,04/09/2018
MEC-20180409-E,evening,04/09/2018
MEC-20180409-M,morning,04/09/2018
MEC-20180410-A,afternoon,04/10/2018
MEC-20180410-E,evening,04/10/2018
MEC-20180410-M,morning,04/10/2018
MEC-20180411-A,afternoon,04/11/2018
MEC-20180411-E,evening,04/11/2018
MEC-20180411-M,morning,04/11/2018
MEC-20180412-A,afternoon,04/12/2018
MEC-20180412-E,evening,04/12/2018
MEC-20180412-M,morning,04/12/2018
MEC-20180413-A,afternoon,04/13/2018
MEC-20180413-E,evening,04/13/2018
MEC-20180413-M,morning,04/13/2018
MEC-20180416-A,afternoon,04/16/2018
MEC-20180416-E,evening,04/16/2018
MEC-20180416-M,morning,04/16/2018
MEC-20180417-A,afternoon,04/17/2018
MEC-20180417-E,evening,04/17/2018
MEC-20180417-M,morning,04/17/2018
MEC-20180418-A,afternoon,04/18/2018
MEC-20180418-E,evening,04/18/2018
MEC-20180418-M,morning,04/18/2018
MEC-20180419-A,afternoon,04/19/2018
MEC-20180419-E,evening,04/19/2018
MEC-20180419-M,morning,04/19/2018
MEC-20180420-A,afternoon,04/20/2018
MEC-20180420-E,evening,04/20/2018
MEC-20180420-M,morning,04/20/2018
MEC-20180423-A,afternoon,04/23/2018
MEC-20180423-E,evening,04/23/2018
MEC-20180423-M,morning,04/23/2018
MEC-20180424-A,afternoon,04/24/2018
MEC-20180424-E,evening,04/24/2018
MEC-20180424-M,morning,04/24/2018
MEC-20180425-A,afternoon,04/25/2018
MEC-20180425-E,evening,04/25/2018
MEC-20180425-M,morning,04/25/2018
MEC-20180426-A,afternoon,04/26/2018
MEC-20180426-E,evening,04/26/2018
MEC-20180426-M,morning,04/26/2018
MEC-20180427-A,afternoon,04/27/2018
MEC-20180427-E,evening,04/27/2018
MEC-20180427-M,morning,04/27/2018
MEC-20180430-A,afternoon,04/30/2018
MEC-20180430-E,evening,04/30/2018
MEC-20180430-M,morning,04/30/2018
MEC-20180501-A,afternoon,05/01/2018
MEC-20180501-E,evening,05/01/2018
MEC-20180501-M,morning,05/01/2018
MEC-20180502-A,afternoon,05/02/2018
MEC-20180502-E,evening,05/02/2018
MEC-20180502-M,morning,05/02/2018
MEC-20180503-A,afternoon,05/03/2018
MEC-20180503-E,evening,05/03/2018
MEC-20180503-M,morning,05/03/2018
MEC-20180504-A,afternoon,05/04/2018
MEC-20180504-E,evening,05/04/2018
MEC-20180504-M,morning,05/04/2018
MEC-20180507-A,afternoon,05/07/2018
MEC-20180507-E,evening,05/07/2018
MEC-20180507-M,morning,05/07/2018
MEC-20180508-A,afternoon,05/08/2018
MEC-20180508-E,evening,05/08/2018
MEC-20180508-M,morning,05/08/2018
MEC-20180509-A,afternoon,05/09/2018
MEC-20180509-E,evening,05/09/2018
MEC-20180509-M,morning,05/09/2018
MEC-20180510-A,afternoon,05/10/2018
MEC-20180510-E,evening,05/10/2018
MEC-20180510-M,morning,05/10/2018
MEC-20180511-A,afternoon,05/11/2018
MEC-20180511-E,evening,05/11/2018
MEC-20180511-M,morning,05/11/2018
MEC-20180514-A,afternoon,05/14/2018
MEC-20180514-E,evening,05/14/2018
MEC-20180514-M,morning,05/14/2018
MEC-20180515-A,afternoon,05/15/2018
MEC-20180515-E,evening,05/15/2018
MEC-20180515-M,morning,05/15/2018
MEC-20180516-A,afternoon,05/16/2018
MEC-20180516-E,evening,05/16/2018
MEC-20180516-M,morning,05/16/2018
MEC-20180517-A,afternoon,05/17/2018
MEC-20180517-E,evening,05/17/2018
MEC-20180517-M,morning,05/17/2018
MEC-20180518-A,afternoon,05/18/2018
MEC-20180518-E,evening,05/18/2018
MEC-20180518-M,morning,05/18/2018
MEC-20180521-A,afternoon,05/21/2018
MEC-20180521-E,evening,05/21/2018
MEC-20180521-M,morning,05/21/2018
MEC-20180522-A,afternoon,05/22/2018
MEC-20180522-E,evening,05/22/2018
MEC-20180522-M,morning,05/22/2018
MEC-20180523-A,afternoon,05/23/2018
MEC-20180523-E,evening,05/23/2018
MEC-20180523-M,morning,05/23/2018
MEC-20180524-A,afternoon,05/24/2018
MEC-20180524-E,evening,05/24/2018
MEC-20180524-M,morning,05/24/2018
MEC-20180525-A,afternoon,05/25/2018
MEC-20180525-E,evening,05/25/2018
MEC-20180525-M,morning,05/25/2018
MEC-20180528-A,afternoon,05/28/2018
MEC-20180528-E,evening,05/28/2018
MEC-20180528-M,morning,05/28/2018
MEC-20180529-A,afternoon,05/29/2018
MEC-20180529-E,evening,05/29/2018
MEC-20180529-M,morning,05/29/2018
MEC-20180530-A,afternoon,05/30/2018
MEC-20180530-E,evening,05/30/2018
MEC-20180530-M,morning,05/30/2018
MEC-20180531-A,afternoon,05/31/2018
MEC-20180531-E,evening,05/31/2018
MEC-20180531-M,morning,05/31/2018
MEC-20180601-A,afternoon,06/01/2018
MEC-20180601-E,evening,06/01/2018
MEC-20180601-M,morning,06/01/2018
MEC-20180604-A,afternoon,06/04/2018
MEC-20180604-E,evening,06/04/2018
MEC-20180604-M,morning,06/04/2018
MEC-20180605-A,afternoon,06/05/2018
MEC-20180605-E,evening,06/05/2018
MEC-20180605-M,morning,06/05/2018
MEC-20180606-A,afternoon,06/06/2018
MEC-20180606-E,evening,06/06/2018
MEC-20180606-M,morning,06/06/2018
MEC-20180607-A,afternoon,06/07/2018
MEC-20180607-E,evening,06/07/2018
MEC-20180607-M,morning,06/07/2018
MEC-20180608-A,afternoon,06/08/2018
MEC-20180608-E,evening,06/08/2018
MEC-20180608-M,morning,06/08/2018
MEC-20180611-A,afternoon,06/11/2018
MEC-20180611-E,evening,06/11/2018
MEC-20180611-M,morning,06/11/2018
MEC-20180612-A,afternoon,06/12/2018
MEC-20180612-E,evening,06/12/2018
MEC-20180612-M,morning,06/12/2018
MEC-20180613-A,afternoon,06/13/2018
MEC-20180613-E,evening,06/13/2018
MEC-20180613-M,morning,06/13/2018
MEC-20180614-A,afternoon,06/14/2018
MEC-20180614-E,evening,06/14/2018
MEC-20180614-M,morning,06/14/2018
MEC-20180615-A,afternoon,06/15/2018
MEC-20180615-E,evening,06/15/2018
MEC-20180615-M,morning,06/15/2018
MEC-20180618-A,afternoon,06/18/2018
MEC-20180618-E,evening,06/18/2018
MEC-20180618-M,morning,06/18/2018
MEC-20180619-A,afternoon,06/19/2018
MEC-20180619-E,evening,06/19/2018
MEC-20180619-M,morning,06/19/2018
MEC-20180620-A,afternoon,06/20/2018
MEC-20180620-E,evening,06/20/2018
MEC-20180620-M,morning,06/20/2018
MEC-20180621-A,afternoon,06/21/2018
MEC-20180621-E,evening,06/21/2018
MEC-20180621-M,morning,06/21/2018
MEC-20180622-A,afternoon,06/22/2018
MEC-20180622-E,evening,06/22/2018
MEC-20180622-M,morning,06/22/2018
MEC-20180625-A,afternoon,06/25/2018
MEC-20180625-E,evening,06/25/2018
MEC-20180625-M,morning,06/25/2018
MEC-20180626-A,afternoon,06/26/2018
MEC-20180626-E,evening,06/26/2018
MEC-20180626-M,morning,06/26/2018
MEC-20180627-A,afternoon,06/27/2018
MEC-20180627-E,evening,06/27/2018
MEC-20180627-M,morning,06/27/2018
MEC-20180628-A,afternoon,06/28/2018
MEC-20180628-E,evening,06/28/2018
MEC-20180628-M,morning,06/28/2018
MEC-20180629-A,afternoon,06/29/2018
MEC-20180629-E,evening,06/29/2018
MEC-20180629-M,morning,06/29/2018
MEC-20180702-A,afternoon,07/02/2018
MEC-20180702-E,evening,07/02/2018
MEC-20180702-M,morning,07/02/2018
MEC-20180703-A,afternoon,07/03/2018
MEC-20180703-E,evening,07/03/2018
MEC-20180703-M,morning,07/03/2018
MEC-20180704-A,afternoon,07/04/2018
MEC-20180704-E,evening,07/04/2018
MEC-20180704-M,morning,07/04/2018
MEC-20180705-A,afternoon,07/05/2018
MEC-20180705-E,evening,07/05/2018
MEC-20180705-M,morning,07/05/2018
MEC-20180706-A,afternoon,07/06/2018
MEC-20180706-E,evening,07/06/2018
MEC-20180706-M,morning,07/06/2018
MEC-20180709-A,afternoon,07/09/2018
MEC-20180709-E,evening,07/09/2018
MEC-20180709-M,morning,07/09/2018
MEC-20180710-A,afternoon,07/10/2018
MEC-20180710-E,evening,07/10/2018
MEC-20180710-M,morning,07/10/2018
MEC-20180711-A,afternoon,07/11/2018
MEC-20180711-E,evening,07/11/2018
MEC-20180711-M,morning,07/11/2018
MEC-20180712-A,afternoon,07/12/2018
MEC-20180712-E,evening,07/12/2018
MEC-20180712-M,morning,07/12/2018
MEC-20180713-A,afternoon,07/13/2018
MEC-20180713-E,evening,07/13/2018
MEC-20180713-M,morning,07/13/2018
MEC-20180716-A,afternoon,07/16/2018
MEC-20180716-E,evening,07/16/2018
MEC-20180716-M,morning,07/16/2018
MEC-20180717-A,afternoon,07/17/2018
MEC-20180717-E,evening,07/17/2018
MEC-20180717-M,morning,07/17/2018
MEC-20180718-A,afternoon,07/18/2018
MEC-20180718-E,evening,07/18/2018
MEC-20180718-M,morning,07/18/2018
MEC-20180719-A,afternoon,07/19/2018
MEC-20180719-E,evening,07/19/2018
MEC-20180719-M,morning,07/19/2018
MEC-20180720-A,afternoon,07/20/2018
MEC-20180720-E,evening,07/20/2018
MEC-20180720-M,morning,07/20/2018
MEC-20180723-A,afternoon,07/23/2018
MEC-20180723-E,evening,07/23/2018
MEC-20180723-M,morning,07/23/2018
MEC-20180724-A,afternoon,07/24/2018
MEC-20180724-E,evening,07/24/2018
MEC-20180724-M,morning,07/24/2018
MEC-20180725-A,afternoon,07/25/2018
MEC-20180725-E,evening,07/25/2018
MEC-20180725-M,morning,07/25/2018
MEC-20180726-A,afternoon,07/26/2018
MEC-20180726-E,evening,07/26/2018
MEC-20180726-M,morning,07/26/2018
MEC-20180727-A,afternoon,07/27/2018
MEC-20180727-E,evening,07/27/2018
MEC-20180727-M,morning,07/27/2018
MEC-20180730-A,afternoon,07/30/2018
MEC-20180730-E,evening,07/30/2018
MEC-20180730-M,morning,07/30/2018
MEC-20180731-A,afternoon,07/31/2018
MEC-20180731-E,evening,07/31/2018
MEC-20180731-M,morning,07/31/2018
MEC-20180801-A,afternoon,08/01/2018
MEC-20180801-E,evening,08/01/2018
MEC-20180801-M,morning,08/01/2018
MEC-20180802-A,afternoon,08/02/2018
MEC-20180802-E,evening,08/02/2018
MEC-20180802-M,morning,08/02/2018
MEC-20180803-A,afternoon,08/03/2018
MEC-20180803-E,evening,08/03/2018
MEC-20180803-M,morning,08/03/2018
MEC-20180806-A,afternoon,08/06/2018
MEC-20180806-E,evening,08/06/2018
MEC-20180806-M,morning,08/06/2018
MEC-20180807-A,afternoon,08/07/2018
MEC-20180807-E,evening,08/07/2018
MEC-20180807-M,morning,08/07/2018
MEC-20180808-A,afternoon,08/08/2018
MEC-20180808-E,evening,08/08/2018
MEC-20180808-M,morning,08/08/2018
MEC-20180809-A,afternoon,08/09/2018
MEC-20180809-E,evening,08/09/2018
MEC-20180809-M,morning,08/09/2018
MEC-20180810-A,afternoon,08/10/2018
MEC-20180810-E,evening,08/10/2018
MEC-20180810-M,morning,08/10/2018
MEC-20180813-A,afternoon,08/13/2018
MEC-20180813-E,evening,08/13/2018
MEC-20180813-M,morning,08/13/2018
MEC-20180814-A,afternoon,08/14/2018
MEC-20180814-E,evening,08/14/2018
MEC-20180814-M,morning,08/14/2018
MEC-20180815-A,afternoon,08/15/2018
MEC-20180815-E,evening,08/15/2018
MEC-20180815-M,morning,08/15/2018
MEC-20180816-A,afternoon,08/16/2018
MEC-20180816-E,evening,08/16/2018
MEC-20180816-M,morning,08/16/2018
MEC-20180817-A,afternoon,08/17/2018
MEC-20180817-E,evening,08/17/2018
MEC-20180817-M,morning,08/17/2018
MEC-20180820-A,afternoon,08/20/2018
MEC-20180820-E,evening,08/20/2018
MEC-20180820-M,morning,08/20/2018
MEC-20180821-A,afternoon,08/21/2018
MEC-20180821-E,evening,08/21/2018
MEC-20180821-M,morning,08/21/2018
MEC-20180822-A,afternoon,08/22/2018
MEC-20180822-E,evening,08/22/2018
MEC-20180822-M,morning,08/22/2018
MEC-20180823-A,afternoon,08/23/2018
MEC-20180823-E,evening,08/23/2018
MEC-20180823-M,morning,08/23/2018
MEC-20180824-A,afternoon,08/24/2018
MEC-20180824-E,evening,08/24/2018
MEC-20180824-M,morning,08/24/2018
MEC-20180827-A,afternoon,08/27/2018
MEC-20180827-E,evening,08/27/2018
MEC-20180827-M,morning,08/27/2018
MEC-20180828-A,afternoon,08/28/2018
MEC-20180828-E,evening,08/28/2018
MEC-20180828-M,morning,08/28/2018
MEC-20180829-A,afternoon,08/29/2018
MEC-20180829-E,evening,08/29/2018
MEC-20180829-M,morning,08/29/2018
MEC-20180830-A,afternoon,08/30/2018
MEC-20180830-E,evening,08/30/2018
MEC-20180830-M,morning,08/30/2018
MEC-20180831-A,afternoon,08/31/2018
MEC-20180831-E,evening,08/31/2018
MEC-20180831-M,morning,08/31/2018
MEC-20180903-A,afternoon,09/03/2018
MEC-20180903-E,evening,09/03/2018
MEC-20180903-M,morning,09/03/2018
MEC-20180904-A,afternoon,09/04/2018
MEC-20180904-E,evening,09/04/2018
MEC-20180904-M,morning,09/04/2018
MEC-20180905-A,afternoon,09/05/2018
MEC-20180905-E,evening,09/05/2018
MEC-20180905-M,morning,09/05/2018
MEC-20180906-A,afternoon,09/06/2018
MEC-20180906-E,evening,09/06/2018
MEC-20180906-M,morning,09/06/2018
MEC-20180907-A,afternoon,09/07/2018
MEC-20180907-E,evening,09/07/2018
MEC-20180907-M,morning,09/07/2018
MEC-20180910-A,afternoon,09/10/2018
MEC-20180910-E,evening,09/10/2018
MEC-20180910-M,morning,09/10/2018
MEC-20180911-A,afternoon,09/11/2018
MEC-20180911-E,evening,09/11/2018
MEC-20180911-M,morning,09/11/2018
MEC-20180912-A,afternoon,09/12/2018
MEC-20180912-E,evening,09/12/2018
MEC-20180912-M,morning,09/12/2018
MEC-20180913-A,afternoon,09/13/2018
MEC-20180913-E,evening,09/13/2018
MEC-20180913-M,morning,09/13/2018
MEC-20180914-A,afternoon,09/14/2018
MEC-20180914-E,evening,09/14/2018
MEC-20180914-M,morning,09/14/2018
MEC-20180917-A,afternoon,09/17/2018
MEC-20180917-E,evening,09/17/2018
MEC-20180917-M,morning,09/17/2018
MEC-20180918-A,afternoon,09/18/2018
MEC-20180918-E,evening,09/18/2018
MEC-20180918-M,morning,09/18/2018
MEC-20180919-A,afternoon,09/19/2018
MEC-20180919-E,evening,09/19/2018
MEC-20180919-M,morning,09/19/2018
MEC-20180920-A,afternoon,09/20/2018
MEC-20180920-E,evening,09/20/2018
MEC-20180920-M,morning,09/20/2018
MEC-20180921-A,afternoon,09/21/2018
MEC-20180921-E,evening,09/21/2018
MEC-20180921-M,morning,09/21/2018
MEC-20180924-A,afternoon,09/24/2018
MEC-20180924-E,evening,09/24/2018
